simpleName,repList,,count,samID,newsamID,comments,latitude,longitude,uniqIDnowuseless,DisplayName
west,west,,4,1054,1054,too vague,NA,NA,1054,West
weathersfield,weathersfield,,4,1055,1055,,41.71416667,-72.6525,1055,Weathersfield
warrington,warrington,,3,1056,1056,Moved 1 to 8005,53.39166667,-2.597222222,1056,Warrington
warren,warren,,4,1057,1057,,41.73027778,-71.2825,1057,Warren
walthamabbey,waltham abbey,,4,1058,1058,,51.6875,-0.0035,1058,Waltham Abbey
wallstreet,wall- street,,4,1059,1059,,40.708,-74.011,1059,Wall- Street
vernon,vernon,,4,1060,1060,,38.73527778,-77.09527778,1060,Vernon
uz,uz,,4,1061,1061,biblical place,NA,NA,1061,Uz
tyrconnel,tyrconnel,,4,1063,1063,,54.917,-8,1063,Tyrconnel
topsyturvyisland,topsy-turvy island,,4,1065,1065,fictional place,NA,NA,1065,Topsy-Turvy Island
tipperary,tip perary|tipperary,,4,1066,1066,,52.474,-8.162,1066,Tipperary
tawnytown,tawnytown,,4,1068,1068,,39.65722222,-77.17055556,1068,Tawnytown
tarshish,tarshish,,4,1069,1069,biblical place,NA,NA,1069,Tarshish
stoneypoint,stoney-point,,4,1070,1070,,41.241,-73.974,1070,Stoney-Point
stockholm,stockholm,,4,1071,1071,,59.32944444,18.06861111,1071,Stockholm
stiria,stiria,,4,1072,1072,,47.25,15.16666667,1072,Stiria
stdennis,st. dennis,,4,1073,1073,,48.9356,2.3539,1073,St. Dennis
stathorne,stathorne,,4,1074,1074,,52.85,-0.85,1074,Stathorne
stann,st. ann,,4,1075,1075,,18.2,-77.467,1075,St. Ann
stalbans,st. albans|st. alban's,,4,1076,1076,,51.755,-0.336,1076,St. Albans
spanishtown,spanish town,,4,1077,1077,,17.99587778,-76.95510833,1077,Spanish Town
south,south,,4,1078,1078,too vague,NA,NA,1078,South
shenir,shenir,,4,1081,1081,biblical place,NA,NA,1081,Shenir
sheen,sheen,,4,1082,1082,,51.464,-0.266,1082,Sheen
sharon,sharon,,4,1083,1083,biblical place,NA,NA,1083,Sharon
senegal,senegal,,4,1085,1085,,14.66666667,-17.41666667,1085,Senegal
sego,sego,,4,1086,1086,,13.45,-6.266666667,1086,Sego
seezen,seezen,,4,1087,1087,unable to identify,NA,NA,1087,Seezen
sciota,sciota,,4,1088,1088,,38.73063056,-83.012675,1088,Sciota
scarboroughcastle,scarboroughcastle|scarborough-castle,,4,1089,1089,,54.287,-0.388,1089,Scarboroughcastle
saone,saone,,4,1091,1091,,45.7275,4.817777778,1091,Saone
sanjacinto,san jacinto,,4,1092,1092,,29.54694444,-94.94805556,1092,San Jacinto
sanfelipedeaustin,san felipe de austin,,4,1093,1093,,29.79444444,-96.10472222,1093,San Felipe De Austin
saltbranch,salt branch,,4,1094,1094,,28.34738889,-97.68919444,1094,Salt Branch
salisburyplain,salisbury plain|salisbury-plain,,4,1095,1095,,51.155,-1.809,1095,Salisbury Plain
saintmaura,saint maura,,4,1096,1096,unable to identify,NA,NA,1096,Saint Maura
saintes,saintes,,4,1097,1097,,45.7464,-0.6333,1097,Saintes
rockymountains,rocky mountains,,4,1098,1098,,43.74120833,-110.8024139,1098,Rocky Mountains
queens,queens,,4,1099,1099,,40.75,-73.86666667,1099,Queens
pundebita,pundebita,,4,1100,1100,unable to identify,NA,NA,1100,Pundebita
pueblonuevo,pueblo nuevo,,4,1101,1101,,23.05111111,-81.57527778,1101,Pueblo Nuevo
potosi,potosi,,4,1103,1103,,-19.58333333,-65.75,1103,Potosi
po,po,,4,1104,1104,,44.9525,12.43194444,1104,Po
placevendome,place vendome,,4,1105,1105,,48.8675,2.329444444,1105,Place Vendome
pistoia,pistoia,,4,1106,1106,,43.93333333,10.91666667,1106,Pistoia
pierias,pieria's,,4,1107,1107,mythical place,NA,NA,1107,Pieria
picusadami,picus adami,,4,1108,1108,,6.811388889,80.49972222,1108,Picus Adami
picardy,picardy,,4,1109,1109,,49.5,2.833333333,1109,Picardy
phrigia|phrygia,phrigia|phri gia|phrygia,,6,1967|1110,1110,|,39,31,1967|1110,Phrigia
pembrokeshire,pembrokeshire|pembroke-shire,,4,1111,1111,,51.845,-4.842222222,1111,Pembrokeshire
peekskill,peek's-kill|peekskill,,4,1112,1112,,41.28333333,-73.91666667,1112,Peek'S-Kill
pau,pau,,4,1113,1113,,43.3,-0.37,1113,Pau
parma,parma,,4,1114,1114,,44.8,10.33333333,1114,Parma
paphos,paphos,,4,1115,1115,,34.76666667,32.41666667,1115,Paphos
otaheite,otaheite,,4,1116,1116,,-17.66666667,-149.4166667,1116,Otaheite
orgon,orgon,,4,1117,1117,,43.7914,5.0389,1117,Orgon
orcades,orcades,,4,1118,1118,,59,-3.033333333,1118,Orcades
olymp,olymp,,4,1119,1119,mythical place,NA,NA,1119,Olymp
olimpus,olimpus,,4,1120,1120,mythical place,NA,NA,1120,Olimpus
northernpole|northpole,northern pole|north pole,,6,2017|1121,1121,|,90,0,2017|1121,Northern Pole
norridgwog,norridgwog,,4,1122,1122,,44.767,-69.8833,1122,Norridgwog
nisa,nisa,,4,1123,1123,unable to identify,NA,NA,1123,Nisa
niniveh,niniveh,,4,1124,1124,biblical place,NA,NA,1124,Niniveh
newplymouth,new-plymouth,,4,1125,1125,,41.845,-70.7387,1125,New Plymouth
newmarket,newmarket|new-market,,4,1126,1126,,52.2459,0.4105,1126,Newmarket
newlondon,new-london,,4,1127,1127,,41.35555556,-72.09944444,1127,New London
newjerusalem,new jerusalem,,4,1128,1128,biblical place,NA,NA,1128,New Jerusalem
newburyport,newbury-port|newburyport,,4,1130,1130,,42.8125,-70.87777778,1130,Newbury-Port
nauticus,nauticus,,4,1131,1131,,NA,NA,1131,Nauticus
narzada,narzada,,4,1132,1132,fictional place,NA,NA,1132,Narzada
mytelin,mytelin,,4,1133,1133,,39.1,26.55,1133,Mytelin
mutina,mutina,,4,1134,1134,,44.64694444,10.92555556,1134,Mutina
muscovy,muscovy,,4,1135,1135,,55.75,37.61666667,1135,Muscovy
muscleshoals,muscle shoals,,4,1136,1136,,34.75083333,-87.65027778,1136,Muscle Shoals
mountjura,mount jura,,4,1137,1137,,46.66666667,6.25,1137,Mount Jura
mounthopebay,mount hope bay,,4,1138,1138,,41.67388889,-71.24,1138,Mount Hope Bay
mountcalvary,mount calvary,,4,1139,1139,biblical place,NA,NA,1139,Mount Calvary
moscows,moscow's,,4,1140,1140,,55.75,37.61666667,1140,Moscow
moonworld,moon world,,4,1141,1141,Fictional place,NA,NA,1141,Moon World
montross,montross,,4,1142,1142,,56.708,-2.467,1142,Montross
modena,modena,,4,1144,1144,,44.64694444,10.92555556,1144,Modena
mistick|mystic,mistick|mystic,,6,1145|2035,1145,|,41.35416667,-71.96638889,1145|2035,Mistick
mississippiriver,mississippi river,,4,1146,1146,,33.40255556,-90.86902778,1146,Mississippi River
messinas,messina's,,4,1147,1147,,38.18333333,15.55,1147,Messina
mersey,mersey,,4,1148,1148,,53.45,-3.033,1148,Mersey
memphis,memphis,,4,1149,1149,,29.84472222,31.25083333,1149,Memphis
medway,medway,,4,1150,1150,,51.44916667,0.738333333,1150,Medway
medina,medina,,4,1151,1151,,24.46666667,39.6,1151,Medina
martinico,martinico,,4,1152,1152,,14.66666667,-61,1152,Martinico
mars,mars,,4,1153,1153,not a place,NA,NA,1153,Mars
marathon,marathon,,4,1154,1154,,38.15,23.95,1154,Marathon
lunel,lunel,,4,1155,1155,,43.6778,4.1361,1155,Lunel
liancourt,liancourt,,4,1160,1160,title,49.3317,2.4661,1160,Liancourt
levant,levant,,4,1161,1161,,31.6253,35.1453,1161,Levant
leon,leon,,4,1162,1162,,42.60555556,-5.57,1162,Leon
lamia,lamia,,4,1163,1163,,38.9,22.43333333,1163,Lamia
labrador,labra dor|labrador,,4,1165,1165,,53.1355,57.6604,1165,Labrador
kingscollege,kings-college,,4,1166,1166,,52.20416667,0.116666667,1166,Kings-College
kensingtongardens,kensington gardens,,4,1167,1167,,51.50722222,-0.180277778,1167,Kensington Gardens
kennebec,kenne bec,,4,1168,1168,,44.767,-69.8833,1168,Kennebec
kaxton,kaxton,,4,1169,1169,,52.20843056,-0.0945,1169,Kaxton
jericho,jericho,,4,1170,1170,,31.87111111,35.44416667,1170,Jericho
huzbib,huzbib,,4,1172,1172,fictional place,NA,NA,1172,Huzbib
hessommoor,hessom-moor,,4,1174,1174,,53.9637,-1.2619,1174,Hessom-Moor
hermons,hermon's,,4,1175,1175,Biblical place,NA,NA,1175,Hermon
haverstraw,haver straw,,4,1176,1176,,41.19638889,-73.96694444,1176,Haverstraw
harwich,harwich,,4,1177,1177,,51.94458056,1.289852778,1177,Harwich
harleystreet,harley-street|harley-street.,,4,1178,1178,,51.5206,-0.1477,1178,Harley-Street
hammersmith,hammersmith,,4,1179,1179,,51.4928,-0.2229,1179,Hammersmith
gurnetsnose,gurnet's nose,,4,1180,1180,,42.00517222,-70.59951667,1180,Gurnet's Nose
guernsey,guernsey,,4,1181,1181,,49.45,-2.58,1181,Guernsey
guadalquivers,guadalquiver's,,4,1182,1182,,36.78333333,-6.35,1182,Guadalquiver
groton,groton,,4,1183,1183,,41.3485,-72.0775,1183,Groton
grafton,grafton,,4,1185,1185,,52.37345,0.786761111,1185,Grafton
goshen,goshen,,4,1186,1186,biblical place,NA,NA,1186,Goshen
gomor,gomor,,4,1187,1187,biblical place,NA,NA,1187,Gomor
glenowen,glenowen,,4,1188,1188,Ireland?,NA,NA,1188,Glenowen
glasgow,glasgow,,4,1189,1189,,55.86091667,-4.251433333,1189,Glasgow
gatehouse,gate-house|gatehouse,,4,1192,1192,unable to identify,NA,NA,1192,Gate-House
gardon,gardon,,4,1193,1193,,43.85166667,4.615,1193,Gardon
gardenofeden,garden of eden,,4,1194,1194,biblical place,NA,NA,1194,Garden Of Eden
flushing,flushing,,2,1195,1195,"new york: unknown, changing scenes",40.765,-73.805,1195,Flushing
fayoul,fayoul,,4,1196,1196,fictional place,NA,NA,1196,Fayoul
faro,faro,,4,1197,1197,,37.03333333,-7.916666667,1197,Faro
epsom,epsom|epsom;,,4,1199,1199,,51.336,-0.267,1199,Epsom
elysianfields,elysian fields,,4,1200,1200,mythical place,NA,NA,1200,Elysian Fields
elizabethtown,elizabethtown,,4,1201,1201,,40.66626111,-74.19353056,1201,Elizabethtown
elam,elam,,4,1202,1202,Biblical place,NA,NA,1202,Elam
ecbatane,ecbatane,,4,1203,1203,,34.80638889,48.51611111,1203,Ecbatane
eaststreet,east street,,4,1204,1204,,51.48944444,-0.088888889,1204,East Street
duvranno,duvranno,,4,1205,1205,River. Unable to identify.,NA,NA,1205,Duvranno
downs,downs,,3,1206,1206,"1 moved to south downs, from charlotte smith, sonnets. 3 were downs off kent (north and south), from Carleton, case of mary carleton, and kilham, memoirs.",51.1856,1.4897,1206,Downs
dowills,dowill's,,4,1207,1207,stream. Unable to identify,NA,NA,1207,Dowill
doctorscommons,doctors commons|doctors' commons,,4,1208,1208,,51.5122,-0.1002,1208,Doctors Commons
districtofmaine,district of maine,,4,1209,1209,,45.5,-69,1209,District Of Maine
deerfield,deerfield,,4,1211,1211,,42.54444444,-72.60611111,1211,Deerfield
dawlish,dawlish,,4,1212,1212,,50.581,-3.466,1212,Dawlish
dartmouth,dartmouth,,4,1213,1213,,43.70333333,-72.28833333,1213,Dartmouth
danville,danville,,4,1214,1214,,37.64555556,-84.76972222,1214,Danville
danube,danube,,4,1215,1215,,45.2175,29.76138889,1215,Danube
cyrene,cyrene,,4,1216,1216,,32.825,21.85805556,1216,Cyrene
cydnus,cydnus,,4,1217,1217,,36.47,34.5,1217,Cydnus
cressy,cressy,,4,1218,1218,,50.257,1.904,1218,Cressy
copshill,cop's-hill,,4,1219,1219,,42.36722222,-71.05638889,1219,Cop's-Hill
cookeham,cooke-ham,,4,1220,1220,,51.558,-0.708,1220,Cooke-Ham
constance,constance,,4,1221,1221,,47.66333333,9.176944444,1221,Constance
conde,conde,,4,1222,1222,not a place! Prince of Condé,NA,NA,1222,Conde
colombia,co lombia,,4,1223,1223,,4.583333333,-74.06666667,1223,Colombia
cheshire,cheshire,,4,1226,1226,,53.16666667,-2.583333333,1226,Cheshire
chateaudhauteville,chateau d'hauteville,,4,1228,1228,"In Auvergne, apparently",45.33333333,3,1228,Chateau D'Hauteville
chantilly,chantilly,,4,1229,1229,,49.2,2.466666667,1229,Chantilly
champagne|champaigne,champagne|champaigne,,6,1230|2389,1230,|,49,4,1230|2389,Champagne
castlegarden,castle garden,,4,1232,1232,In New York City,40.7035,-74.0168,1232,Castle Garden
caspian,caspian,,4,1233,1233,,41.66666667,50.66666667,1233,Caspian
casco,casco,,4,1234,1234,bay in Maine,43.63333333,-70.04944444,1234,Casco
carthagena,carthagena,,3,1235,1235,"Cartagena, Colombia",10.4,-75.5,1235,Carthagena
carpentras,carpentras,,4,1236,1236,,44.05583333,5.048888889,1236,Carpentras
carlile|carlisle,carlile|carlisle,,7,1608|1237,1237,|,54.891,-2.944,1608|1237,Carlile
canaries|canaryislands,canaries|canary islands,,6,2423|1238,1238,|,28.1,-15.4,2423|1238,Canaries
cam|cams,cam|cam's,,6,1239|2424,1239,|,52.3483,0.2525,1239|2424,Cam
bridgewater|bridgwater,bridgewater|bridgwater,,7,1241|1633,1241,via Earl or Duke of Bridgewater|via Earl or Duke of Bridgewater,51.128,-2.993,1241|1633,Bridgewater
boyne,boyne,,4,1243,1243,battle of the Boyne in Ireland,53.723,-6.417,1243,Boyne
bolsover,bolsover,,4,1244,1244,Bolsover Castle,53.23138889,-1.296944444,1244,Bolsover
bloreheath,blore heath,,4,1245,1245,Battle of Blore Heath,52.91361111,-2.424722222,1245,Blore Heath
bither,bither,,4,1246,1246,city near Jerusalem?,31.78333333,35.21666667,1246,Bither
beverly,beverly,,4,1247,1247,,42.558,-70.88,1247,Beverly
bether,bether,,4,1248,1248,,NA,NA,1248,Bether
bantam,bantam,,4,1250,1250,,-6.0425,106.1608333,1250,Bantam
baalhamon,baal-hamon|baal hamon,,4,1251,1251,Biblical place,NA,NA,1251,Baal-Hamon
ascalon|ashkelon|askelon,ascalon|ashkelon|askelon,,10,1254|2514|1253,1254,"Biblical city, now Ashkelon||Biblical city, now Ashkelon",NA,NA,1254|2514|1253,Ascalon
arno|arnos,arno|arno's,,6,1255|2520,1255,Arno River in Italy|Arno River in Italy,43.68333333,10.28333333,1255|2520,Arno
argos,argos,,4,1256,1256,,37.61666667,22.71666667,1256,Argos
arbela,arbela,,4,1257,1257,now Arbil in Iraq,36.19111111,44.00916667,1257,Arbela
apulia|apulias,apulia|apulia's,,6,1259|2528,1259,Region of Italy|Region of Italy,41.00861111,16.51277778,1259|2528,Apulia
apennines|appenines,apennines|appenines,,7,1681|1260,1260,|Apennines,43.28166667,12.58166667,1681|1260,Apennines
antonia,antonia,,4,1261,1261,Biblical Fortress Antonia,NA,NA,1261,Antonia
angola,angola,,4,1263,1263,Angola,-12.5,18.5,1263,Angola
angers|angiers,angers|angiers,,7,1684|1264,1264,"|Angers, city in France",47.47361111,-0.554166667,1684|1264,Angers
amana,amana,,4,1265,1265,Biblical Mount Amana from Song of Songs,NA,NA,1265,Amana
agra,agra,,4,1266,1266,"city in Uttar Pradesh, India",27.18,78.02,1266,Agra
adriatic,adriatic,,4,1267,1267,,43,15,1267,Adriatic
ackworth,ackworth,,4,1268,1268,"Town in West Yorkshire, England",53.640824,-1.336409,1268,Ackworth
zutphen|zutphon,zutphen|zutphon,,6,1270|1269,1269,|,52.13333333,6.2,1270|1269,Zutphen
zayat,zayat,,3,1272,1272,Burmese building in every village,NA,NA,1272,Zayat
yorkcastle,york castle,,3,1274,1274,,53.9558,-1.08,1274,York Castle
wynchester|wynchestre,wynchester|wynchestre,,5,1715|1275,1275,|,51.0632,-1.308,1715|1275,Wynchester
woodstock,woodstock,,3,1276,1276,,52.47591944,-7.059030556,1276,Woodstock
wirtenberg,wirtenberg,,3,1277,1277,,48.53777778,9.041111111,1277,Wirtenberg
windsorcastle,windsor-castle,,3,1278,1278,,51.48333333,-0.604166667,1278,Windsor-Castle
wilton,wilton,,3,1279,1279,,51.08,-1.864,1279,Wilton
whitechapel,whitecha pel|white-chapel|whitechapel,,3,1280,1280,,51.5165,-0.075,1280,Whitechapel
westvirginia,west virginia,,3,1281,1281,,39,-80.5,1281,West Virginia
westend,west end|west-end,,3,1282,1282,,51.51333333,-0.128611111,1282,West End
westafrica,west africa,,3,1283,1283,,12,3,1283,West Africa
weehawk,weehawk,,3,1285,1285,,40.76890278,-74.01542778,1285,Weehawk
waltham,waltham,,3,1286,1286,,51.6846,4.00E-04,1286,Waltham
wallingford,wallingford,,3,1287,1287,,51.599,-1.125,1287,Wallingford
verona,verona,,3,1288,1288,,45.43333333,10.98333333,1288,Verona
vatican,vatican,,3,1291,1291,,41.90333333,12.45333333,1291,Vatican
valencia,valencia,,3,1292,1292,,39.46666667,-0.375,1292,Valencia
valence,valence,,3,1293,1293,,44.9333,4.8917,1293,Valence
unitedprovinces,united provinces,,3,1294,1294,,52.08333333,4.3,1294,United Provinces
ullins,ullin's,,3,1295,1295,"Not a place? A mythical hero?Anne Gittins Francis writes ""in Ullin's mossy shades"" but minutes searching comes up with ""Ullin was established as a site [in Illinois]...Some sources suggest it was named for a Gaelic folk hero who frequently appears in the works of the poet Ossian.""",NA,NA,1295,Ullin
turin,turin,,3,1296,1296,,45.0667,7.7,1296,Turin
troie,troie,,3,1297,1297,"This is the French spelling (Sidney, Mary, Countess of Pembroke)",39.9575,26.23888889,1297,Troie
treves,treves,,3,1298,1298,,49.75,6.633333333,1298,Treves
treharnehall,treharne hall,,3,1299,1299,??,NA,NA,1299,Treharne Hall
towncreek,town creek,,3,1300,1300,,34.67151944,-87.40831111,1300,Town Creek
toweroflondon,tower of london,,3,1301,1301,,51.50805556,-0.076111111,1301,Tower Of London
tolzag,tolzag,,3,1302,1302,fictional place,NA,NA,1302,Tolzag
thyatira,thya tira|thyatira,,3,1303,1303,,38.92083333,27.84166667,1303,Thyatira
thules,thule's,,3,1304,1304,"ancient place, location not determined",NA,NA,1304,Thule
thomond,thomond,,3,1305,1305,,52.83333333,-9,1305,Thomond
thibet,thibet,,3,1306,1306,,31.2,88.8,1306,Thibet
terraincognita,terra incognita,,3,1308,1308,not a place; name for regions that have not been mapped or documented,NA,NA,1308,Terra Incognita
tempe,tempe,,3,1309,1309,unable to identify,NA,NA,1309,Tempe
tecumseh,tecumseh,,3,1310,1310,unable to identify,NA,NA,1310,Tecumseh
tarbes,tarbes,,3,1311,1311,,43.23,0.07,1311,Tarbes
syon,syon,,3,1312,1312,biblical place,NA,NA,1312,Syon
sussexcounty,sussex county,,3,1313,1313,,51,0,1313,Sussex County
sun,sun,,3,1314,1314,not a place,NA,NA,1314,Sun
straitsofgades,straits of gades,,3,1315,1315,,36,-5.35,1315,Straits Of Gades
stlucia,st lucia|st. lucia,,3,1316,1316,,13.88333333,-60.96666667,1316,St Lucia
stirling,stirling,,3,1317,1317,,56.1172,-3.9397,1317,Stirling
stgermainsgarden,st. germains garden|st. germains-garden,,3,1318,1318,unable to identify,NA,NA,1318,St. Germains Garden
steloy,st. eloy,,3,1319,1319,,48.3622,-4.1211,1319,St. Eloy
states,states,,3,1320,1320,too vague,NA,NA,1320,States
standrews,st. andrews,,3,1321,1321,,18.01666667,-76.9,1321,St. Andrews
squirespoint,'squires' point,,3,1322,1322,,41.14,-74.69,1322,Squires' Point
sproughton,sproughton,,3,1323,1323,,52.06241111,1.095272222,1323,Sproughton
springgarden,spring-garden,,3,1324,1324,,51.5065,-0.1279,1324,Spring-Garden
spitalfields,spitalfields,,3,1325,1325,,51.5166,-0.075,1325,Spitalfields
spanishcolonies,spanish colonies,,3,1326,1326,too vague,NA,NA,1326,Spanish Colonies
southseaislands,south sea islands,,3,1327,1327,,-17.53333333,-149.8333333,1327,South Sea Islands
southhampton,south-hampton|southhamp ton,,3,1328,1328,,50.9,-1.4,1328,South-Hampton
sorgue,sorgue,,3,1329,1329,,43.96666667,5,1329,Sorgue
sora,sora,,3,1330,1330,,32.53638889,44.42083333,1330,Sora
somersethouse,somerset- house,,3,1331,1331,,51.51102778,-0.117194444,1331,Somerset- House
snowhill,snow hill,,3,1332,1332,,39.95277778,-75.16361111,1332,Snow Hill
sinais,sinai's,,3,1335,1335,biblical place,NA,NA,1335,Sinai
sidon,sidon,,3,1336,1336,,33.56055556,35.39805556,1336,Sidon
siberias,siberia's,,3,1339,1339,,60,105,1339,Siberia
shoreham,shoreham,,3,1340,1340,,50.834,-0.273,1340,Shoreham
seymourstreet,seymour street,,3,1341,1341,,51.51438889,-0.158833333,1341,Seymour Street
senatehouse,senate house,,3,1342,1342,not a place,NA,NA,1342,Senate House
selkirk,selkirk,,3,1343,1343,,55.55,-2.840019444,1343,Selkirk
saumur,saumur,,3,1344,1344,,47.26,-0.0769,1344,Saumur
saugerchies,saugerchies,,3,1345,1345,,42.07796667,-73.95051944,1345,Saugerchies
sanpaolos,san paolo's,,3,1346,1346,,37.39626944,-5.985583333,1346,San Paolo
sanantonioriver,san antonio river,,3,1347,1347,,28.50722222,-96.89111111,1347,San Antonio River
sanantonio,san antonio,,3,1348,1348,,29.41666667,-98.5,1348,San Antonio
salon,salon,,3,1349,1349,,43.6406,5.0972,1349,Salon
salces,salces,,3,1350,1350,,44.535,3.1625,1350,Salces
salamanca,salamanca,,3,1351,1351,,40.96161111,-5.667605556,1351,Salamanca
saintcloud,saint cloud,,3,1352,1352,,48.84,2.22,1352,Saint Cloud
sabineriver,sabine river,,3,1353,1353,,29.98555556,-93.79055556,1353,Sabine River
ruedartois,rue d'artois,,3,1354,1354,,48.87289722,2.307822222,1354,Rue D'Artois
rotheram,rotheram,,3,1355,1355,,53.43,-1.357,1355,Rotheram
rosas,rosa's,,3,1356,1356,title not a place,NA,NA,1356,Rosa
riverthames,river thames,,3,1357,1357,,51.4989,0.6087,1357,River Thames
riojaneiro,rio janeiro,,3,1358,1358,,-22.90833333,-43.19638889,1358,Rio Janeiro
regent,regent,,3,1359,1359,sierra leone,8.434166667,-13.22305556,1359,Regent
redfishbar,red fish bar,,3,1360,1360,,29.50561111,-94.86577778,1360,Red Fish Bar
raylandpark,ray land park,,3,1361,1361,unable to identify,NA,NA,1361,Rayland Park
raritan,raritan,,3,1362,1362,,40.50399167,-74.34941111,1362,Raritan
quinnipiak,quin nipiak,,3,1363,1363,,41.31,-72.92361111,1363,Quinnipiak
ptolemais,ptolemais,,3,1364,1364,,32.7,20.95,1364,Ptolemais
prospecthill,prospect hill,,3,1365,1365,,42.3797,-71.0964,1365,Prospect Hill
prome,prome,,3,1366,1366,,18.81666667,95.21666667,1366,Prome
potosis,potosi's,,3,1367,1367,,-19.58333333,-65.75,1367,Potosi
pompey,pompey,,3,1368,1368,,40.75,14.48611111,1368,Pompey
poictiers,poictiers,,3,1369,1369,,46.58,0.34,1369,Poictiers
podolia,podolia,,3,1370,1370,,48.93,28.69,1370,Podolia
pocasset,pocasset,,3,1371,1371,,41.69083333,-70.61666667,1371,Pocasset
placelouisquinze,place louis quinze,,3,1372,1372,,48.86555556,2.321111111,1372,Place Louis Quinze
placeducarousel,place du carousel,,3,1373,1373,,48.86194444,2.332777778,1373,Place Du Carousel
pisidia,pisidia,,3,1374,1374,,37.3,30.3,1374,Pisidia
pieria,pieria,,3,1375,1375,mythical place,NA,NA,1375,Pieria
piccadilly,piccadilly,,3,1376,1376,,51.50698056,-0.14235,1376,Piccadilly
persiangulf,persian gulf,,3,1377,1377,,26,52,1377,Persian Gulf
persepolis,persepolis,,3,1378,1378,,29.93444444,52.89138889,1378,Persepolis
pergamus,pergamus|perga mus,,3,1379,1379,,39.1325,27.18416667,1379,Pergamus
pennsdale,pennsdale,,3,1380,1380,,41.24305556,-76.79666667,1380,Pennsdale
pelusium,pelusium,,3,1381,1381,,31.04166667,32.545,1381,Pelusium
peloponesus,peloponesus,,3,1382,1382,,37.34972222,22.35222222,1382,Peloponesus
peking,peking,,3,1383,1383,,39.91666667,116.3833333,1383,Peking
pawtucket,pawtucket,,3,1384,1384,,41.87555556,-71.37611111,1384,Pawtucket
pauls,pauls,,3,1385,1385,unable to identify,NA,NA,1385,Pauls
patuxet,pa tuxet,,3,1386,1386,,41.76666667,-71.45,1386,Patuxet
patmos,pat mos|patmos,,3,1387,1387,,37.325,26.54166667,1387,Patmos
parth,parth,,3,1388,1388,historical empire,NA,NA,1388,Parth
parliamenthouse,parliament-house,,3,1389,1389,,51.49916667,-0.124722222,1389,Parliament-House
paraclet,paraclet,,3,1390,1390,unable to identify,NA,NA,1390,Paraclet
paphlagonia,paphlagonia,,3,1391,1391,,41.5,33.5,1391,Paphlagonia
pantiles,pantiles,,3,1392,1392,,51.12615,0.257791667,1392,Pantiles
pactolus,pactolus,,3,1393,1393,,38.52326944,28.04277222,1393,Pactolus
pacific|pacificocean,pacific|pacific ocean,,5,1394|1995,1394,|,0,-160,1394|1995,Pacific
oystercreek,oyster creek,,3,1395,1395,,28.99861111,-95.325,1395,Oyster Creek
oxfordshire,oxfordshire,,3,1396,1396,,51.75,-1.28,1396,Oxfordshire
oroolong,oroolong,,3,1398,1398,,7.187302778,134.3680083,1398,Oroolong
orkneys,orkney's,,3,1399,1399,,59,-3.033333333,1399,Orkney
oldbailey,old-bailey|old bailey,,3,1400,1400,,51.51569167,-0.101919444,1400,Old-Bailey
ohioriver,ohio river,,3,1401,1401,,36.98666667,-89.13055556,1401,Ohio River
oakmulge,oakmulge,,3,1402,1402,,33.32083333,-83.84416667,1402,Oakmulge
oakleygrove,oakley- grove,,3,1403,1403,unable to identify,NA,NA,1403,Oakley- Grove
northamericanrepublic,north american republic,,3,1404,1404,too vague,NA,NA,1404,North American Republic
ninevah,ninevah,,3,1405,1405,biblical place,NA,NA,1405,Ninevah
niger,niger,,3,1406,1406,,16,8,1406,Niger
newmexico,new mexico,,3,1407,1407,,34,-106,1407,New Mexico
newlodge,new-lodge,,3,1408,1408,,51.43916667,-0.624722222,1408,New Lodge
neuilly,neuilly,,3,1409,1409,,48.8881,2.2686,1409,Neuilly
neapolis,neapolis,,3,1410,1410,,40.845,14.25833333,1410,Neapolis
nassau|nassaus,nassau|nassaus|nassau's,,6,1412|1411,1411,|,25.06,-77.345,1412|1411,Nassau
nahardea,nahardea,,3,1413,1413,,33.37861111,43.71583333,1413,Nahardea
nachitoches,nachitoches,,3,1414,1414,,31.69305556,-93.095,1414,Nachitoches
naches,naches,,3,1415,1415,,29.96888889,-93.85583333,1415,Naches
mountofolives,mount of olives,,3,1416,1416,biblical place,NA,NA,1416,Mount Of Olives
mountnebo,mount nebo,,3,1417,1417,biblical place,NA,NA,1417,Mount Nebo
mountida,mount ida,,3,1418,1418,unable to identify / mythical place,NA,NA,1418,Mount Ida
morristown,morristown,,3,1419,1419,,40.79656111,-74.47731944,1419,Morristown
morrissania,morrissania,,3,1420,1420,,40.827,-73.91,1420,Morrissania
morrington,morrington,,3,1421,1421,title not a place,NA,NA,1421,Morrington
morne,morne,,3,1422,1422,,54.16666667,-6.083333333,1422,Morne
morna,morna,,3,1423,1423,,54.16666667,-6.083333333,1423,Morna
moorfields,moor-fields|moorfields,,3,1425,1425,,51.51818889,-0.088611111,1425,Moor-Fields
montstjean,mont st. jean.,,3,1426,1426,,50.68,4.412,1426,Mont St. Jean.
montgomery,montgomery,,3,1427,1427,,32.36166667,-86.27916667,1427,Montgomery
monrovia,monrovia,,3,1428,1428,,6.313333333,-10.80138889,1428,Monrovia
monceaux,monceaux,,3,1429,1429,,49.32,2.5511,1429,Monceaux
monas,mona's,,3,1430,1430,,53.28333333,-4.333333333,1430,Mona
